id,name
57861,brick sullivan
27336,charles sullivan
36507,carl switzer
36186,max wagner
47833,larry wheat
20172,charles c. wilson
20177,frank capra
129611,tom neal
129610,ann savage
129612,claudia drake
72430,edmund macdonald
26196,tim ryan
57722,esther howard
129614,pat gleason
102596,edgar g. ulmer
53491,william powell
45070,carole lombard
127171,alice brady
107577,gail patrick
27180,eugene pallette
127172,jean dixon
36595,alan mowbray
47760,mischa auer
127173,robert light
57717,franklin pangborn
132394,grady sutton
92015,jane wyman
571714,jimmy aye
33011,james carlisle
83567,jack chefe
200063,phyllis crane
154427,grace field
28656,james flavin
98829,edward gargan
47817,carlton griffin
565190,david s. horsley
41672,selmer jackson
27283,richard kipling
153512,andrea leeds
79581,ethelreda leopold
576630,reginald mason
21787,louis natheaux
153841,bob perry
582007,katherine perry
71901,albert petit
134049,jean rogers
58342,ronald r. rondell
154517,arthur singley
27331,larry steers
74953,russell wade
153265,william wagner
575393,arthur wanzer
153696,harley wood
127174,gregory la cava
134183,hugh mcarthur
45697,paul ellis
576674,bill woods
100222,juanita fletcher
47794,gloria browne
45694,symona boniface
33405,hal taggart
1305735,william c. thompson
152676,dwain esper
28774,lillian gish
41680,mae marsh
55726,robert harron
55727,f.a. turner
55728,sam de grasse
27289,vera lewis
55730,lillian langdon
55729,olga grey
55731,erich von ritzau
55732,bessie love
55733,margery wilson
55734,spottiswoode aitken
55735,ruth handforth
55736,elmer clifton
55738,seena owen
27335,carl stockdale
74193,mary alden
586035,pearl elmore
306700,julia mackley
74192,miriam cooper
108229,walter long
24733,tom wilson
74194,ralph lewis
21781,lloyd ingraham
569623,john p. mccarthy
14726,monte blue
182731,marguerite marsh
579874,edward dillon
156618,billy quirk
74200,howard gaye
586733,william h. brown
578973,george walsh
42890,w.s. van dyke
575639,allan sears
586962,frank bennett
74199,maxfield stanley
69186,josephine crowell
156615,constance  talmadge
154008,w.e. lawrence
74195,joseph henabery
573569,chandler house
55737,alfred paget
51746,tully marshall
584887,dore davidson
138547,taylor n. duncan
156642,owen moore
138182,frank borzage
152749,karl brown
24710,frank campeau
106661,constance collier
51911,donald crisp
134050,nigel de brulier
576342,clarence geldart
63069,dell henderson
47773,russell hicks
584986,dewolf hopper sr.
21771,wilfred lucas
56588,francis mcdonald
206026,herbert sutch
238109,herbert beerbohm tree
79611,king vidor
584957,hal wilson
576346,tammany young
173430,sylvia ashton
74196,jennie lee
74198,george beranger
24706,kitty bradbury
34568,tod browning
475701,frank brownlee
173699,kate bruce
220119,edward burns
28654,noble johnson
138553,george fawcett
583759,jewel carmen
207794,carol dempster
106315,mildred harris
585927,daisy jefferson
209258,carmel myers
212802,eve southern
212818,pauline starke
220144,natalie talmadge
156429,ethel grey terry
155938,francis carpenter
580941,virginia lee corbin
580869,peggy cartwright
13367,gino corrado
138538,william courtright
21170,erich von stroheim
90205,max davidson
136048,douglas fairbanks
39501,julia faye
585951,clyde e. hopkins
586964,alberta lee
175600,elmo lincoln
156415,loyola o'connor
155886,wallace reid
220037,alma rubens
151835,madame sultewan
74197,george siegmann
155932,raymond wells
585774,winifred westover
53489,david butler
55739,d.w. griffith
25652,edward g. robinson
74181,loretta young
15246,orson welles
45073,philip merivale
74183,richard long
74182,konstantin shayne
74184,byron keith
62828,billy house
15620,martha wentworth
20041,theodore gottlieb
1032744,david bond
27252,neal dodd
21366,ethan laidlaw
771189,isabel o'madigan
106285,johnny sands
108231,pietro sosso
73323,lon chaney
73324,mary philbin
73325,norman kerry
73326,arthur edmund carewe
50372,gibson gowland
73327,john st. polis
73328,snitz edwards
73329,virginia pearson
586057,olive ann alcorn
608516,betty van allen
1246079,betty arthur
576234,joseph belmont
1246170,alexander bevani
820785,earl gordon bostwick
220125,ethel broadhurst
153727,edward cecil
106313,ruth clifford
21763,chester conklin
1246078,roy coulson
581347,bruce covington
206007,ward crane
37133,george davis
1246070,madame fiorenza
1246086,alan george
206014,cesare gravina
156107,william humphrey
73330,carla laemmle
586397,grace marvin
50963,john miljan
1246104,edith murgatroyd
156111,templar saxe
574106,bernard siegel
1246106,william tyroler
584002,vola vale
14785,ellinor vanderveer
790582,anton vaverka
1246126,josephine haynes webster
584431,george b. williams
557408,ed wolff
73331,rupert julian
132380,dorothy short
175615,kenneth craig
574115,lillian miles
132381,dave o'brien
151506,thelma white
65333,carleton young
572113,warren mccollum
576079,patricia royale
175617,joseph forte
207270,harry harvey jr.
21767,richard alexander
130991,bob burns
13375,lester dorr
134165,phil dunham
27254,edward earle
93477,frank larue
60957,edward lesaint
27297,mary maclaren
60954,edmund mortimer
134177,william royle
151137,marin sais
60253,forrest taylor
175616,dan wolheim
152780,louis j. gasnier
57716,joel mccrea
28652,fay wray
28653,robert armstrong
72246,leslie banks
152108,william b. davidson
47823,oscar 'dutch' hendrian
153624,hale hamilton
27334,landers stevens
62831,irving pichel
28661,ernest b. schoedsack
151228,merle oberon
31393,laurence olivier
16485,david niven
37073,flora robson
49056,geraldine fitzgerald
49506,hugh williams
56298,leo g. carroll
74322,miles mander
44210,cecil kellaway
349119,cecil humphreys
573062,sarita wooton
573061,rex downing
154606,douglas scott
57382,frank benson
296911,romaine callender
13365,richard clucas
103786,vernon downing
573066,alice ehlers
110671,harold entwistle
568169,peter gowland
155418,helena grant
33003,sam harris
573063,susanne leach
573064,tommy martin
571160,schuyler standish
13417,william stelling
573065,diane williams
50384,eric wilton
210959,philip winter
56295,joan bennett
25634,raymond massey
598544,edmund breon
55257,dan duryea
56559,thomas e. jackson
61172,dorothy peterson
27292,arthur loft
153409,frank dawson
24987,robert blake
66189,frances morris
17301,iris adrian
14794,brandon beach
566751,paul bradley
568828,fred hueston
58337,sheldon jett
58330,jack w. johnston
153025,harold minjir
47826,wedgwood nowell
35519,louis payne
13413,scott seaton
27329,wyndham standing
90204,don brodie
153324,frank melton
63136,claire carleton
13362,eddy chandler
71921,tom dillon
569683,freddie chapman
27242,alec craig
219819,hal craig
27249,joe devlin
57850,jack gargan
220055,james harrison
28908,fred graham
134055,tom hanlon
27270,harry hayden
27281,donald kerr
96558,george mcfarland
28895,frank mills
57855,anne o'neal
155489,dave pepper
22465,fred rapport
14767,alexander pollard
46787,arthur space
1164845,anne loos
20266,fritz lang
34479,ernest torrence
34478,tom mcguire
34480,marion byron
584639,tom lewis
34481,james t. mack
24730,charles reisner
33315,bette davis
61147,herbert marshall
92554,richard carlson
34172,patricia collinge
103928,charles dingle
566278,jessica grayson
26875,john marriott
61641,lucien littlefield
34178,virginia brissac
571022,terry nibert
570702,henry 'hot shot' thomas
27308,charles r. moore
152924,hooper atchley
27266,jesse graves
134186,lew kelly
27323,henry roquemore
150870,kenny washington
50957,barbara stanwyck
21993,john boles
128868,anne shirley
13304,barbara o'neil
20169,alan hale
65181,marjorie main
154059,george walcott
151346,ann shoemaker
32993,nella walker
575318,bruce satterlee
127301,jimmy butler
152862,jack egger
27198,dickie jones
95209,jessie arnold
27221,harlan briggs
21779,heinie conklin
59173,laraine day
152129,etta mcdaniel
65718,forbes murray
137466,lynne roberts
27330,paul stanton
47764,lillian yarbo
27571,walter huston
86120,ruth chatterton
30858,paul lukas
27563,mary astor
14750,gregory gaye
60610,maria ouspenskaya
49044,odette myrtil
40704,spring byington
86121,kathryn marlowe
57832,john payne
21776,bobby barber
27215,wilson benge
14727,eugene borden
13361,horace b. carpenter
14737,jean de briac
35507,jack george
83139,fred malatesta
123943,beatrice maude
65340,louis mercier
22011,inez palange
100259,john picorri
61129,pat somerset
571016,john barclay
22467,steve carruthers
1446158,j.c. fowler
1686290,loretta russell
74821,alphonse martell
33400,george nardelli
13424,dale van sickel
60203,john agar
86048,adele mara
60198,forrest tucker
94585,wally cassell
72483,james brown
57720,richard webb
58052,arthur franz
55428,julie bishop
219676,james holden
536626,peter coe
35200,richard jaeckel
62611,william murphy
59959,george tyne
46600,hal baylor
34186,john mcguire
60474,martin milner
636866,leonard gumley
29575,william self
636865,david m. shoup
636864,h.p. crowe
636863,harold g. schrier
636862,rene a. gagnon
636861,ira h. hayes
636860,john h. bradley
137612,conrad binyon
73636,david clarke
636859,fred a. datig
568194,bruce edwards
52785,dorothy ford
569711,carole gallagher
83039,don haggerty
563548,gil herman
444884,william hudson
88997,i. stanford jolley
27287,billy lechner
82262,mickey mccardle
559993,roger mcgee
565937,al murphy
636858,judy sochor
546147,glen vernon
636857,steve wayne
69526,dick wessel
28903,ted white
636856,john whitney
636855,joy windsor
106785,allan dwan
54401,gary cooper
69182,babe ruth
25632,walter brennan
229637,elsa janssen
14780,ludwig stossel
151983,virginia gilmore
945097,bill dickey
27186,pierre watkin
37836,harry harvey
1077216,mark koenig
570231,bill stern
71902,addison richards
97868,hardie albright
34182,edward fielding
98827,george lessey
70031,edgar barrier
49041,douglas croft
82894,gene collins
152976,david holt
154703,veloz
569752,yolanda
27265,mary gordon
22464,colin kenny
36160,jack carr
13440,sam wood
546554,edward chapman
15795,ralph richardson
251587,margaretta scott
36495,cedric hardwicke
576078,maurice braddell
559274,sophie stewart
33334,derrick de marney
72946,ann todd
576075,pearl argyle
569511,kenneth villiers
570664,ivan brandt
1257108,anne mclaren
152465,patricia hilliard
71855,charles carson
11665,patrick barr
155098,noel brophy
81454,john clements
137947,anthony holles
105786,allan jeayes
1257095,pickles livingston
5902,george sanders
35474,abraham sofaer
11110,terrythomas
13438,william cameron menzies
16353,jose ferrer
224830,mala powers
18611,william prince
103312,morris carnovsky
523520,ralph clanton
57259,lloyd corrigan
84206,virginia farmer
93673,elena verdugo
28906,albert cavens
50369,arthur blake
57838,percy helton
44213,virginia christine
862131,gil warren
15254,philip van zandt
17010,eric sinclair
563672,richard avonde
84205,paul dubov
62603,john crawford
33391,jerry paris
35509,robin hughes
151311,francis pierlot
49661,michael gordon
40707,margaret lindsay
71916,jess barker
58704,rosalind ivan
71917,charles kemper
71918,anita sharpbolster
66594,vladimir sokoloff
71890,richard abbott
71919,rodney bell
62987,richard cramer
47796,dick curtis
71920,tom daly
47770,edgar dearing
71922,william hall
71923,robert malcolm
71924,fred essler
60615,lance fuller
27264,gus glassmire
71925,sherry hall
49082,ralph littlefield
570700,howard m. mitchell
29114,arthur gouldporter
47825,boyd irwin
13384,chuck hamilton
71926,cy kendall
70369,fritz leiber
27291,george lloyd
71927,lou lubin
71928,george meader
71929,horace murphy
33999,clarence muse
13406,lee phelps
22013,rose plumer
34188,constance purdy
60618,beatrice roberts
14770,dewey robinson
50381,syd saylor
71402,wallace scott
33007,emmett vogan
71930,matt willis
49067,will wright
71931,amzie strickland
71932,john barton
31440,charles coburn
45074,lucile watson
41664,eddie quillan
106309,louise beavers
32998,raymond bailey
573126,bonnie belle barber
152762,donald briggs
573124,frederick chapin
41704,russ clark
134057,monte collins
49071,james conaty
45076,esther dale
13316,harry davenport
27248,harry depp
13332,robert elliott
134149,fern emmett
47782,betty farrington
57839,mary field
153084,russell hopton
13330,olin howland
20170,arthur hoyt
573125,victor kilian jr.
84208,tom london
573127,ethel marical
27304,james mcnamara
153646,carlyle moore jr.
573128,wilhelmina morris
74814,jack mulhall
31161,robert emmett o'connor
573129,renee orsell
127302,mickey rentschler
58329,cyril ring
110897,mildred shay
29633,ivan f. simpson
137709,milburn stone
2144042,jackie taylor
219911,ruth weston
63422,marjorie wood
132996,harry worth
103313,john cromwell
209235,charles belcher
581619,julanne johnston
224247,sojin kamiyama
152150,anna may wong
88773,brandon hurst
598665,tote du crow
577110,sam baker
582174,laska winter
584301,etta lee
102789,mathilde comont
152038,charles stevens
30488,eugene jackson
36513,jesse lasky jr.
134250,david sharpe
569673,paul malvern
6136,scotty mattraw
584303,jess weldon
583116,k. nambu
58277,raoul walsh
24127,edmond o'brien
98188,pamela britton
53590,luther adler
90870,beverly garland
129166,lynn baggett
565931,henry hart
55104,neville brand
113872,laurette luez
209925,jess kirkpatrick
553275,cay forester
27277,frank jaquet
22257,lawrence dobkin
534057,frank gerstle
106289,carol hughes
55131,michael ross
865840,donna sanborn
90201,george lynn
137354,phillip pine
7755,bill baldwin
836229,teddy buckner
37829,frank cady
57645,roy engel
27257,douglas evans
465083,virginia lee
210907,peter leeds
56740,hugh o'brian
44081,paul picerni
64299,ivan triesault
569166,beverly warren
61150,rudolph mate
73663,sabu
106653,joseph calleia
14768,frank puglia
49036,rosemary decamp
203393,patricia o'rourke
137685,ralph byrd
55894,faith brook
1281051,john mather
10548,mel blanc
55260,zoltan korda
53449,irene dunne
36586,charles boyer
98828,lee bowman
27182,astrid allwyn
90196,maurice moscovitch
65189,scotty beckett
138203,ferike boros
138204,mary bovard
72300,tom dugan
61126,leyland hodgson
138206,phyllis kennedy
49033,joan leslie
45537,frank mcglynn sr.
49131,gerald mohr
105459,oscar o'shea
60962,leo mccarey
62837,monty woolley
28775,james gleason
66907,gladys cooper
22452,elsa lanchester
154408,sara haden
32283,tito vuolo
65717,margaret mcwade
568136,ben erway
27204,erville alderson
151154,teddy infuhr
138213,florence auer
565259,margaret wells
152027,kitty o'neil
13337,isabel jewell
58706,david leonard
152846,dorothy vaughan
1422447,sheryl deauville
58707,henry koster
13303,leslie howard
102817,frances dee
153236,kay johnson
36590,reginald denny
58345,reginald sheffield
29116,reginald owen
88928,desmond roberts
74809,harry allen
1246225,ray atchley
36157,frank baker
58320,evelyn beresford
579344,jimmy casey
1246228,ma curly
1246231,byron fitzpatrick
1040326,tommy hughes
24020,kenner g. kemp
1246264,billy mills
1246267,nat neahan
57393,tempe pigott
1246269,irene rich
100265,adrian rosley
1246272,frank schwab
575312,al sullivan
959762,madeline wilson
152866,douglas gordon
18603,william holden
13679,martha scott
102907,fay bainter
27177,guy kibbee
129609,frank craven
127876,stuart erwin
345592,ruth tobey
125811,doro merande
72826,charles trowbridge
571655,philip wood
571657,arthur allen
571656,douglas gardner
58274,spencer charters
154065,dix davis
571659,ralph gilliam
345593,paula lane
571660,donn stokes
65429,tom drake
13427,dan white
97873,tim davis
67076,shirley temple
100966,richard greene
134197,anita louise
29625,ian hunter
420,arthur treacher
84400,mary nash
35451,cesar romero
137742,marcia mae jones
21688,beryl mercer
155323,deidre gale
573051,ira stevens
45549,e. e. clive
34185,eily malyon
109671,clyde cook
152868,keith hitchcock
110678,will stanton
1369,holmes herbert
594027,evan thomas
250550,guy bellis
29628,kenneth hunter
154444,lionel braham
60949,sidney bracey
573052,eve conrad
573053,robert cory
14744,herbert evans
27274,olaf hytten
110673,lilyan irene
60616,charles irwin
573054,patrick x. kerry
51915,morton lowry
573055,jean manners
153725,vesey o'davoren
152873,antonia oland
210969,rita page
47827,hilda plowright
138223,gerald rogers
74255,leslie sketchley
103794,david thursby
153153,clare verdera
205100,sybil jason
56748,walter lang
392673,jackie robinson
7280,ruby dee
49043,minor watson
130288,richard lane
15256,harry shannon
151259,ben lessy
571867,william 'bill' spaulding
27355,billy wayne
205951,joel fluellen
90314,bernie hamilton
94606,larry mcgrath
100488,emmett smith
554380,george dockstader
563574,howard louis mcneely
151517,alfred e. green
60326,danny kaye
62990,thurston hall
13306,ann rutherford
65188,florence bates
102383,gordon jones
21994,boris karloff
36509,henry corden
94610,milton parsons
20972,doris lloyd
58958,fritz feld
28659,frank reicher
53694,eddie acuff
38986,robert altman
13768,billy bletcher
102105,betty blythe
102531,karen x. gaylord
568164,mary ellen gleason
568165,jackie jordan
568166,georgia lange
565643,frank meredith
568167,martha montgomery
568168,irene vernon
568170,lynn walker
27255,helen jerome eddy
152715,dorothy granger
66740,norman z. mcleod
44071,van heflin
103311,lizabeth scott
21481,kirk douglas
23696,judith anderson
18612,darryl hickman
128930,janis wilson
13329,mickey kuhn
23835,charles d. brown
14084,blake edwards
74673,bert roach
39507,john kellogg
21692,lewis milestone
98824,john carroll
20964,anna lee
59175,paul kelly
14165,mae clarke
7705,bill shirley
130906,malcolm 'bud' mctaggart
72828,david bruce
74930,chester gan
137824,jimmie dodd
58385,gregg barton
136435,john james
71945,david miller
36591,ronald colman
13704,may mcavoy
174289,bert lytell
73842,irene rich
577409,edward martindel
60953,carrie daumery
45706,ernst lubitsch
70955,sylvia sidney
65703,wendy barrie
49660,allen jenkins
42493,billy halop
42496,huntz hall
42494,bobby jordan
31470,leo gorcey
42495,gabriel dell
42497,bernard punsly
127810,charles peck
20173,james burke
58271,elisabeth risdon
105452,george humbert
127811,marcelle corday
65137,don barry
94595,g. pat collins
127813,tom ricketts
27327,walter soderling
132405,earl askam
584018,gilbert clayton
569935,jerry cooper
90207,bud geary
1441330,kathryn ann lujan
1441351,mona monet
1441062,gertrude valerie
127812,charlotte treadway
575007,maude lambert
155612,lucile browne
575598,frank shields
203419,wesley giraud
572646,mickey martin
103790,payne b. johnson
153258,sidney kibrick
154070,larry harris
283860,tom randall
573195,norman salling
575307,hugh sheridan
574969,audrey carol
1441329,paula hariette levy
27176,edward arnold
74887,rod la rocque
100238,warren hymer
137865,andrew tombes
74888,mitchell lewis
34183,vaughan glaser
5900,sterling holloway
63394,m.j. frankovich
103851,knox manning
684443,john b. hughes
21764,hank mann
21785,frank moran
121016,jack buetel
31438,jane russell
561308,mimi aguglia
32280,joe sawyer
137711,gene rizzi
24129,ben johnson
36183,julian rivero
214216,howard hughes
39188,pat o'brien
21483,adolphe menjou
151801,mary brian
31473,edward everett horton
49040,walter catlett
53453,george e. stone
21686,slim summerville
53977,matt moore
56741,frank mchugh
47765,clarence wilson
544532,fred howard
108222,phil tead
579892,eugene strong
56560,maurice black
577523,effie ellsler
190911,dorothea wolbert
138487,james gordon
15269,herman j. mankiewicz
45690,bela lugosi
212796,madge bellamy
53498,joseph cawthorn
138410,robert frazer
74515,john harron
69993,george burr macannan
576205,frederick peters
212797,annette stone
212798,john printz
212799,dan crimmins
820451,claude morgan
820453,john fergusson
820512,velma gresham
69995,victor halperin
64938,dolores del rio
25022,john halliday
153567,richard 'skeets' gallagher
60481,lon chaney jr.
154559,arnold gray
155103,reginald simpson
580157,napoleon pukui
212861,agostino borgato
580158,sofia ortega
51740,lewis stone
51739,wallace beery
138445,lloyd hughes
582573,alma bennett
577870,bull montana
582230,frank finch smiles
153518,jules cowles
155410,george bunny
220038,charles wellesley
415625,arthur conan doyle
577647,virginia brown faire
130914,nelson mcdowell
36588,gilbert roland
14793,leo white
154912,harry o. hoyt
60927,adolf wohlbruck
120072,eric portman
154318,raymond lovell
566285,richard george
37280,niall macginnis
904025,peter moore
152083,john chandos
13686,finlay currie
36390,glynis johns
560672,basil appleby
73668,ley on
137946,charles victor
27750,frederick piper
673712,tawera moana
219750,eric clavering
151326,charles rolfe
673703,theodore salt
673693,o.w. fonger
568453,george alexander
79931,robert beatty
155059,eric berry
673670,gron davies
673661,leslie falardeau
570357,lionel grose
569529,stuart latham
673637,norman luxton
673630,vincent massey
154267,percy parsons
151411,gerry wilmot
1736587,jack hynes
60935,michael powell
22451,charles laughton
27733,robert donat
151425,franklin dyall
154316,laurence hanray
103850,william austin
51912,john loder
25063,claud allister
598672,gibb mclaughlin
154453,sam livesey
138132,binnie barnes
72264,everley gregg
576860,lady tree
72302,alexander korda
69893,zachary scott
55105,betty field
35552,j. carrol naish
137467,percy kilbride
70368,blanche yurka
17573,norman lloyd
53450,estelle taylor
32996,paul harvey
554583,noreen nash
137621,paul e. burns
569337,jay gilpin
569335,jean vanderwilt
569336,jack norworth
96861,nestor paiva
74720,jean renoir
50964,brian donlevy
60960,dennis o'keefe
72825,margaret wycherly
93827,nana bryant
568456,william roy
14715,hans heinrich von twardowski
45689,alexander granach
73924,tonio selwart
75122,jonathan hale
63093,lionel stander
113379,sarah padden
27260,byron foulger
96543,ludwig donath
152131,george irving
13356,james bush
199946,arno frey
14774,lester sharpe
131954,reinhold schunzel
173404,claire mcdowell
5907,john abbott
299511,louis adlon
34681,helen hayes
154500,mary philips
46,jack la rue
20171,blanche friderici
45543,mary forbes
74321,gilbert emery
102594,henry armetta
81249,herman bing
45702,william irving
191007,colleen moore
70367,henry b. walthall
569428,cora sue collins
88774,virginia howell
578477,william kent
56589,william farnum
578478,al o. henderson
563881,shirley jean rickert
155744,flora finch
154486,robert g. vignola
220121,patsy ruth miller
182733,kate lester
584570,winifred bryson
582189,harry von meter
130905,raymond hatton
598852,nick de ruiz
220091,eulalie jensen
191003,roy laidlaw
584571,ray myers
584572,william parke
156276,gladys brockwell
584007,john cossar
191001,edwin wallock
32291,john george
191005,wallace worsley
580507,matahi
598655,anne chevalier
580506,bill bambridge
580508,hitu
580509,jules
132055,f.w. murnau
26188,montgomery clift
103405,paul douglas
219439,cornell borchers
150992,bruni lobel
59423,o.e. hasse
566074,dante v. morel
566075,john r. mason
566076,gail r. plush
566077,mack blevins
566078,william a. stewart
566083,alfred l. freiburger
566080,gerald arons
566079,james wilson
566081,richard a. kellogg
566082,roy r. steele
44101,george seaton
152043,max schmeling
58415,anatole litvak
137334,vera ralston
101802,philip dorn
102885,oliver hardy
32278,marie windsor
25026,john howard
132357,hugo haas
35554,grant withers
21354,paul fix
568356,dave anderson
60621,george waggner
29622,errol flynn
13300,olivia de havilland
70006,ronald reagan
62978,william lundigan
74180,gene reynolds
62977,henry o'neill
62979,guinn williams
61170,alan baxter
25662,john litel
45534,hobart cavanaugh
39502,frank wilcox
27326,russell simpson
13399,charles middleton
152222,susan peters
547954,william marshall
134058,george haywood
41684,arthur aylesworth
64565,roy barcroft
13348,trevor bardette
24719,edward biby
96339,jess lee brooks
27225,georgia caine
473167,lucia carroll
571710,bud cokes
199977,mildred coles
29631,harry cording
20174,joseph crehan
61125,jack deery
303356,mildred gover
564407,mitzi green
14753,creighton hale
130988,henry hall
57837,theresa harris
134048,victor kilian
27298,eric mayne
74518,frank mayo
27302,lafe mckee
134126,robert mckenzie
21769,mira mckinney
373690,john meyer
27576,jack mower
153941,bernice pilot
571711,alex proper
132035,clinton rosemond
151294,napoleon simpson
152637,grace stafford
27332,count stefenelli
74827,libby taylor
222633,ernestine wade
41673,eddy waller
93411,blackie whiteford
13429,ernest whitman
70012,maris wrixon
14797,michael curtiz
153935,morgan conway
151729,anne jeffreys
36598,mike mazurki
71389,jane greer
62605,lyle latell
50383,morgan wallace
151655,william halligan
137281,william berke
42490,ann sheridan
57478,robert keith
113372,ross elliott
113374,jane liddell
79650,joan shawlee
74926,victor sen yung
113375,reiko sato
14733,spencer chan
57848,mike donovan
134008,william j. o'brien
27319,tom quinn
214061,lee roberts
22482,jeffrey sayre
100943,sammee tong
57604,norman foster
23694,elizabeth taylor
57833,edmund gwenn
21687,zasu pitts
133822,jimmy lydon
45077,emma dunn
266209,derek scott
151293,johnny calkins
566000,heather wilde
79551,clara blandick
59281,arlene dahl
